mu_eV,T_K,PF_W_per_mK2
8.572,500,5.55363e-06
8.572,600,7.51793e-06
8.58492,300,2.65101e-05
8.58492,400,7.85478e-06
8.58492,500,1.02313e-06
8.58492,600,2.54477e-08
8.59785,300,0.000111309
8.59785,400,4.44241e-05
8.59785,500,1.65281e-05
8.59785,600,5.16251e-06
8.61077,300,0.000182467
8.61077,400,8.97861e-05
8.61077,500,4.34824e-05
8.61077,600,1.9584e-05
8.62356,300,0.000187441
8.62356,400,0.000122797
8.62356,500,7.21426e-05
8.62356,600,3.86559e-05
8.63649,300,0.000145687
8.63649,400,0.000136665
8.63649,500,9.56116e-05
8.63649,600,5.79618e-05
8.64941,300,0.000103942
8.64941,400,0.00013758
8.64941,500,0.000111173
8.64941,600,7.42542e-05
8.66234,300,8.70302e-05
8.66234,400,0.000134555
8.66234,500,0.00011895
8.66234,600,8.56465e-05
8.67527,300,9.64778e-05
8.67527,400,0.000131639
8.67527,500,0.000119741
8.67527,600,9.13196e-05
8.68819,300,0.000120347
8.68819,400,0.000126306
8.68819,500,0.000113806
8.68819,600,9.11642e-05
8.70112,300,0.000131849
8.70112,400,0.000112653
8.70112,500,0.000101162
8.70112,600,8.56307e-05
8.71404,300,0.000107156
8.71404,400,8.75211e-05
8.71404,500,8.27342e-05
8.71404,600,7.57475e-05
8.72697,300,5.55029e-05
8.72697,400,5.52187e-05
8.72697,500,6.11532e-05
8.72697,600,6.31068e-05
8.73989,300,1.19519e-05
8.73989,400,2.57215e-05
8.73989,500,4.02399e-05
8.73989,600,4.96169e-05
8.75282,300,2.91269e-07
8.75282,400,7.24597e-06
8.75282,500,2.33813e-05
8.75282,600,3.70521e-05
8.76574,300,1.18882e-05
8.76574,400,5.32617e-07
8.76574,500,1.20749e-05
8.76574,600,2.66173e-05
8.77867,300,2.10725e-05
8.77867,400,2.72474e-07
8.77867,500,5.74894e-06
8.77867,600,1.87679e-05
8.79159,300,1.61274e-05
8.79159,400,1.0414e-06
8.79159,500,2.76094e-06
8.79159,600,1.33344e-05
8.80452,300,6.24883e-06
8.80452,400,9.11441e-07
8.80452,500,1.55199e-06
8.80452,600,9.82143e-06
8.81744,300,1.1945e-06
8.81744,400,3.76687e-07
8.81744,500,1.16929e-06
8.81744,600,7.68205e-06
8.83037,300,1.61227e-07
8.83037,400,4.95728e-08
8.83037,500,1.19508e-06
8.83037,600,6.46988e-06
8.8433,300,1.07847e-07
8.8433,400,2.23193e-08
8.8433,500,1.51228e-06
8.8433,600,5.87192e-06
8.85622,300,2.1546e-07
8.85622,400,3.28403e-07
8.85622,500,2.15086e-06
8.85622,600,5.67347e-06
8.86915,300,1.07525e-07
8.86915,400,1.39169e-06
8.86915,500,3.19135e-06
8.86915,600,5.69793e-06
8.88207,300,5.63306e-07
8.88207,400,4.21514e-06
8.88207,500,4.61514e-06
8.88207,600,5.74906e-06
8.895,300,1.0412e-05
8.895,400,9.62629e-06
8.895,500,6.06967e-06
8.895,600,5.58808e-06
8.90792,300,4.1011e-05
8.90792,400,1.59416e-05
8.90792,500,6.76223e-06
8.90792,600,4.98492e-06
8.92085,300,7.05068e-05
8.92085,400,1.80441e-05
8.92085,500,5.87287e-06
8.92085,600,3.84952e-06
8.93377,300,5.68747e-05
8.93377,400,1.24443e-05
8.93377,500,3.44965e-06
8.93377,600,2.36239e-06
8.9467,300,1.51218e-05
8.9467,400,3.51155e-06
8.9467,500,8.73664e-07
8.9467,600,9.62082e-07
8.95962,300,6.06119e-07
8.95962,400,8.14799e-08
8.95962,500,4.1791e-08
8.95962,600,1.25379e-07
8.97255,300,1.96079e-05
8.97255,400,5.6918e-06
8.97255,500,1.8563e-06
8.97255,600,6.66559e-08
8.98548,300,3.91379e-05
8.98548,400,1.61393e-05
8.98548,500,5.52746e-06
8.98548,600,5.85316e-07
8.9984,300,4.5922e-05
8.9984,400,2.53965e-05
8.9984,500,9.21897e-06
8.9984,600,1.18129e-06
9.01133,300,4.638e-05
9.01133,400,3.01535e-05
9.01133,500,1.11993e-05
9.01133,600,1.35767e-06
9.02425,300,4.51621e-05
9.02425,400,2.96538e-05
9.02425,500,1.06025e-05
9.02425,600,9.32298e-07
9.03718,300,4.12294e-05
9.03718,400,2.4338e-05
9.03718,500,7.65399e-06
9.03718,600,2.26458e-07
9.0501,300,3.15214e-05
9.0501,400,1.56394e-05
9.0501,500,3.59985e-06
9.0501,600,8.78549e-08
9.06303,300,1.62268e-05
9.06303,400,6.39666e-06
9.06303,500,4.70163e-07
9.06303,600,1.76014e-06
9.07582,300,3.12346e-06
9.07582,400,5.37707e-07
9.07582,500,6.59033e-07
9.07582,600,6.63071e-06
9.08874,300,4.24792e-07
9.08874,400,1.7232e-06
9.08874,500,6.35292e-06
9.08874,600,1.5899e-05
9.10167,300,8.19488e-06
9.10167,400,1.21912e-05
9.10167,500,1.89184e-05
9.10167,600,3.02213e-05
9.11459,300,2.54398e-05
9.11459,400,3.24928e-05
9.11459,500,3.83308e-05
9.11459,600,4.94118e-05
9.12752,300,5.56911e-05
9.12752,400,6.07971e-05
9.12752,500,6.27405e-05
9.12752,600,7.23121e-05
9.14044,300,9.65217e-05
9.14044,400,9.14169e-05
9.14044,500,8.85002e-05
9.14044,600,9.6949e-05
9.15337,300,0.000130243
9.15337,400,0.000115381
9.15337,500,0.000111086
9.15337,600,0.000121032
9.16629,300,0.000137765
9.16629,400,0.00012483
9.16629,500,0.000126818
9.16629,600,0.000142666
9.17922,300,0.000115133
9.17922,400,0.00011785
9.17922,500,0.000134473
9.17922,600,0.000160994
9.19215,300,7.26838e-05
9.19215,400,9.94741e-05
9.19215,500,0.000135794
9.19215,600,0.000176483
9.20507,300,3.09706e-05
9.20507,400,7.87077e-05
9.20507,500,0.000134704
9.20507,600,0.000190726
9.218,300,7.89646e-06
9.218,400,6.40707e-05
9.218,500,0.000135836
9.218,600,0.00020594
9.23092,300,2.16131e-06
9.23092,400,6.10185e-05
9.23092,500,0.000143253
9.23092,600,0.000224276
9.24385,300,5.89389e-06
9.24385,400,7.30036e-05
9.24385,500,0.000159582
9.24385,600,0.000247221
9.25677,300,3.28338e-05
9.25677,400,0.000102532
9.25677,500,0.000185315
9.25677,600,0.000275119
9.2697,300,0.000105725
9.2697,400,0.000147252
9.2697,500,0.000218061
9.2697,600,0.000307034
9.28262,300,0.000199654
9.28262,400,0.000194963
9.28262,500,0.000252675
9.28262,600,0.000340977
9.29555,300,0.000243285
9.29555,400,0.000227974
9.29555,500,0.000283093
9.29555,600,0.000374648
9.30847,300,0.000209564
9.30847,400,0.000236416
9.30847,500,0.000305312
9.30847,600,0.00040637
9.3214,300,0.000144873
9.3214,400,0.000225347
9.3214,500,0.000319397
9.3214,600,0.000435773
9.33433,300,9.68668e-05
9.33433,400,0.000208036
9.33433,500,0.00032902
9.33433,600,0.000463948
9.34725,300,7.45871e-05
9.34725,400,0.000195726
9.34725,500,0.000339409
9.34725,600,0.000492962
9.36018,300,6.84085e-05
9.36018,400,0.000194207
9.36018,500,0.000355497
9.36018,600,0.000525172
9.3731,300,7.08715e-05
9.3731,400,0.000206197
9.3731,500,0.000380988
9.3731,600,0.0005625
9.38603,300,8.32082e-05
9.38603,400,0.000234302
9.38603,500,0.000418131
9.38603,600,0.000605868
9.39895,300,0.000114857
9.39895,400,0.000281526
9.39895,500,0.000467343
9.39895,600,0.000654738
9.41188,300,0.00017932
9.41188,400,0.000348859
9.41188,500,0.000526412
9.41188,600,0.000706847
9.4248,300,0.000281785
9.4248,400,0.000431171
9.4248,500,0.000589775
9.4248,600,0.000758164
9.43773,300,0.000401151
9.43773,400,0.000514672
9.43773,500,0.000648606
9.43773,600,0.000803357
9.45065,300,0.000495022
9.45065,400,0.000579801
9.45065,500,0.000692502
9.45065,600,0.000836737
9.46358,300,0.00053222
9.46358,400,0.000608873
9.46358,500,0.000712367
9.46358,600,0.00085357
9.4765,300,0.000506886
9.4765,400,0.000593142
9.4765,500,0.000703367
9.4765,600,0.000851322
9.48943,300,0.00042512
9.48943,400,0.000535837
9.48943,500,0.000666668
9.48943,600,0.000830416
9.50236,300,0.000305758
9.50236,400,0.000451322
9.50236,500,0.000609102
9.50236,600,0.000794196
9.51514,300,0.000189826
9.51514,400,0.000360059
9.51514,500,0.000540872
9.51514,600,0.000748098
9.52807,300,0.000113597
9.52807,400,0.000279758
9.52807,500,0.00047226
9.52807,600,0.000698395
9.541,300,7.87452e-05
9.541,400,0.000218359
9.541,500,0.000410938
9.541,600,0.000650997
9.55392,300,6.49434e-05
9.55392,400,0.000174515
9.55392,500,0.000361182
9.55392,600,0.000610748
9.56685,300,5.17111e-05
9.56685,400,0.000143563
9.56685,500,0.000324827
9.56685,600,0.000581313
9.57977,300,3.36702e-05
9.57977,400,0.000122979
9.57977,500,0.000302842
9.57977,600,0.000565401
9.5927,300,2.04549e-05
9.5927,400,0.000113774
9.5927,500,0.000296382
9.5927,600,0.000565132
